frame_idx,count_ball,count_player,count_goalkeeper,count_referee,mean_player_speed_kmh,mean_goalkeeper_speed_kmh,ball_observed,ball_interpolated,possession_team_id,camera_dx_px,camera_dy_px
38,1,20,0,3,15.546631522011012,nan,1,0,1,0.0,0.0
39,1,20,0,3,14.085043966770172,nan,1,0,1,0.0,0.0
40,1,20,0,3,14.415177628397942,nan,1,0,1,0.0,0.0
41,1,20,0,3,18.657224943861365,nan,1,0,1,0.0,0.0
42,1,20,0,3,16.364025302231312,nan,1,0,1,0.0,0.0
43,1,20,0,3,15.661362455226481,nan,1,0,1,0.0,0.0
44,1,20,0,3,15.759525892557576,nan,1,0,1,0.0,0.0
45,1,20,0,3,15.211022470146418,nan,1,0,1,0.0,0.0
46,1,20,0,3,16.70610691420734,nan,1,0,1,0.0,0.0
47,1,20,0,3,18.32829785719514,nan,1,0,1,0.0,0.0
48,1,20,0,3,18.79291620478034,nan,1,0,1,0.0,0.0
49,1,20,0,3,19.958077892661095,nan,1,0,1,0.0,0.0
50,1,20,0,2,15.478448063135147,nan,1,0,1,0.0,0.0
51,1,20,0,2,16.087896578013897,nan,0,1,1,0.0,0.0
52,1,20,0,2,14.159956388175488,nan,1,0,1,0.0,0.0
53,1,20,0,2,16.012096907012165,nan,1,0,1,0.0,0.0
54,1,20,0,2,15.703618135303259,nan,1,0,1,0.0,0.0
55,1,20,0,2,16.02380762435496,nan,1,0,1,0.0,0.0
56,1,20,0,2,15.542994000250474,nan,1,0,1,0.0,0.0
57,1,20,0,2,16.152470625936985,nan,1,0,1,0.0,0.0
58,1,20,0,2,15.137765063904226,nan,1,0,1,0.0,0.0
59,1,20,0,2,14.594185961410403,nan,1,0,1,0.0,0.0
60,1,20,0,2,15.275023170746863,nan,1,0,1,0.0,0.0
61,1,20,0,2,15.380290956236422,nan,0,1,1,0.0,0.0
62,1,20,0,2,15.123322600498796,nan,1,0,1,0.0,0.0
63,1,20,0,2,15.541811479255557,nan,1,0,1,0.0,0.0
64,1,20,0,2,18.928916573524475,nan,1,0,1,0.0,0.0
65,1,20,0,2,17.731714641675353,nan,1,0,1,0.0,0.0
66,1,20,0,2,14.649038225412369,nan,1,0,1,0.0,0.0
67,1,20,0,2,13.904791105538607,nan,1,0,1,0.0,0.0
68,1,20,0,2,13.085159679874778,nan,1,0,1,0.0,0.0
69,1,20,0,2,13.292025838047266,nan,1,0,1,0.0,0.0
70,1,20,0,2,13.777475176379085,nan,1,0,1,0.0,0.0
71,1,20,0,2,14.639956307597458,nan,1,0,1,0.0,0.0
72,1,20,0,2,14.508785784244537,nan,1,0,1,0.0,0.0
73,1,20,0,2,17.122908666729927,nan,1,0,1,0.0,0.0
74,1,20,0,2,16.624769646674395,nan,1,0,1,0.0,0.0
75,1,19,0,2,16.742280733428505,nan,1,0,1,0.0,0.0
76,1,20,0,2,15.349397180601954,nan,1,0,1,0.0,0.0
77,1,20,0,2,15.43614919949323,nan,1,0,1,0.0,0.0
78,1,20,0,2,14.140796997235157,nan,1,0,1,0.0,0.0
79,1,20,0,2,17.348287808708847,nan,1,0,1,0.0,0.0
80,1,21,0,1,17.555270232260227,nan,1,0,1,0.0,0.0
81,1,21,0,1,16.79898432855095,nan,1,0,1,0.0,0.0
82,1,20,0,2,15.802550132386386,nan,1,0,1,0.0,0.0
83,1,20,0,2,16.965454732999206,nan,1,0,1,0.0,0.0
84,1,20,0,2,17.270673501770943,nan,1,0,1,0.0,0.0
85,1,20,0,2,18.917969539761543,nan,1,0,1,0.0,0.0
86,1,21,0,1,18.766393303871155,nan,1,0,1,0.0,0.0
87,1,21,0,1,17.766904921403952,nan,1,0,1,0.0,0.0
88,1,21,0,1,19.08497947135142,nan,1,0,1,0.0,0.0
89,1,21,0,1,22.559938015682356,nan,1,0,1,0.0,0.0
90,1,21,0,1,23.676076009869576,nan,1,0,1,0.0,0.0
91,1,20,0,2,23.674707032740116,nan,1,0,1,0.0,0.0
92,1,21,0,2,21.3994508581236,nan,1,0,1,0.0,0.0
93,1,20,0,2,24.66904456168413,nan,1,0,1,0.0,0.0
94,1,21,0,2,25.2077163696023,nan,1,0,1,0.0,0.0
95,1,21,0,1,27.76369884610176,nan,1,0,1,0.0,0.0
96,1,21,0,1,20.049185875271046,nan,1,0,1,0.0,0.0
97,1,21,0,1,17.658517701285227,nan,1,0,1,0.0,0.0
98,1,21,0,2,17.59040898244296,nan,1,0,1,0.0,0.0
99,1,20,0,2,20.866639534011483,nan,1,0,1,0.0,0.0
100,1,20,0,2,23.675261948257685,nan,1,0,1,0.0,0.0
101,1,20,0,2,23.11266666278243,nan,1,0,1,0.0,0.0
102,1,20,0,2,22.7022398840636,nan,1,0,1,0.0,0.0
103,1,20,0,2,25.19966684281826,nan,1,0,1,0.0,0.0
104,1,20,0,2,27.234790485352278,nan,1,0,1,0.0,0.0
105,1,20,0,2,28.45232687657699,nan,1,0,1,0.0,0.0
106,1,20,0,2,31.567989103496075,nan,1,0,1,0.0,0.0
107,1,21,0,2,538.9479204160828,nan,1,0,1,0.0,0.0
108,1,20,0,2,35.171093344688416,nan,1,0,1,0.0,0.0
109,1,20,0,2,32.439823407679796,nan,1,0,1,0.0,0.0
110,1,20,0,2,31.985789090394974,nan,1,0,1,0.0,0.0
111,1,20,0,2,29.879653092473745,nan,1,0,1,0.0,0.0
112,1,20,0,2,32.504631511867046,nan,1,0,1,0.0,0.0
113,1,21,0,2,236.244355738163,nan,1,0,1,0.0,0.0
114,1,21,0,1,681.9322486343432,nan,1,0,1,0.0,0.0
115,1,21,0,2,28.80521851990904,nan,1,0,1,0.0,0.0
116,1,21,0,1,32.823663311345236,nan,1,0,1,0.0,0.0
117,1,21,0,1,31.314802446535655,nan,1,0,1,0.0,0.0
118,1,21,0,2,31.224032040685415,nan,1,0,1,0.0,0.0
119,1,21,0,2,31.466455438307353,nan,1,0,1,0.0,0.0
120,1,21,0,2,33.367447927594185,nan,0,1,1,0.0,0.0
121,1,21,0,2,31.779991494757788,nan,0,1,1,0.0,0.0
122,1,21,0,2,29.153511534844124,nan,0,1,1,0.0,0.0
123,1,22,0,2,801.8453366089274,nan,0,1,1,0.0,0.0
124,1,21,0,1,6727.668374457529,nan,0,1,1,0.0,0.0
125,1,21,0,2,13463.851810353142,nan,1,0,1,0.0,0.0
126,1,20,0,2,7103.767231151462,nan,1,0,1,0.0,0.0
127,1,20,0,2,23.49072595126927,nan,1,0,1,0.0,0.0
128,1,20,0,2,23.158877855166793,nan,1,0,1,0.0,0.0
129,1,20,0,2,6872.995523069054,nan,1,0,1,0.0,0.0
130,1,20,0,2,6871.855284534395,nan,1,0,1,0.0,0.0
131,1,20,0,2,23.564927369356155,nan,1,0,1,0.0,0.0
132,1,20,0,2,22.277612734053815,nan,1,0,1,0.0,0.0
133,1,20,0,2,19.863033816218376,nan,1,0,1,0.0,0.0
134,1,20,0,2,17.69163715839386,nan,1,0,1,0.0,0.0
135,1,20,0,2,16.327762708067894,nan,1,0,1,0.0,0.0
136,1,20,0,2,16.29016542993486,nan,1,0,1,0.0,0.0
137,1,20,0,2,13.056450353935361,nan,1,0,1,0.0,0.0
138,1,21,0,2,2333.7649231567048,nan,1,0,1,0.0,0.0
139,1,20,0,2,8.628833735128865,nan,1,0,1,0.0,0.0
140,1,21,0,2,11.36326652020216,nan,1,0,1,0.0,0.0
141,1,21,0,2,11.985749953559466,nan,1,0,1,0.0,0.0
142,1,21,0,1,10.586632214752692,nan,1,0,1,0.0,0.0
143,1,21,0,2,9.121176402217575,nan,1,0,1,0.0,0.0
144,1,21,0,2,8.89177574643067,nan,1,0,1,0.0,0.0
145,1,21,0,2,10.709879132253784,nan,1,0,1,0.0,0.0
146,1,21,0,2,8.385053457958358,nan,1,0,1,0.0,0.0
147,1,21,0,2,8.12811315325754,nan,1,0,1,0.0,0.0
148,1,21,0,2,8.281120644616228,nan,1,0,1,0.0,0.0
149,1,21,0,2,7.820622149322714,nan,1,0,1,0.0,0.0
150,1,21,0,2,7.467335459909269,nan,1,0,1,0.0,0.0
151,1,21,0,2,6.4471826782183985,nan,1,0,1,0.0,0.0
152,1,21,0,2,5.831881794812424,nan,1,0,1,0.0,0.0
153,1,21,0,2,6.721549085341394,nan,1,0,1,0.0,0.0
154,1,21,0,2,6.68921555259398,nan,1,0,1,0.0,0.0
155,1,21,0,2,7.534040321729013,nan,1,0,1,0.0,0.0
156,1,21,0,2,7.640628364336278,nan,1,0,1,0.0,0.0
157,1,21,0,3,8.413249010752354,nan,1,0,1,0.0,0.0
158,1,21,0,3,8.25257117593927,nan,1,0,1,0.0,0.0
159,1,21,0,3,7.344520741275379,nan,1,0,1,0.0,0.0
160,1,21,0,3,6.510359760639923,nan,1,0,1,0.0,0.0
161,1,21,0,3,7.065877278468439,nan,1,0,1,0.0,0.0
162,1,21,0,3,6.616501369114433,nan,1,0,1,0.0,0.0
163,1,21,0,3,7.766216828354767,nan,1,0,1,0.0,0.0
164,1,21,0,3,8.32029220781156,nan,1,0,2,0.0,0.0
165,1,21,0,3,10.513658204248973,nan,1,0,2,0.0,0.0
166,1,21,0,3,10.874988874420524,nan,1,0,2,0.0,0.0
167,1,21,0,3,10.408034852838941,nan,1,0,2,0.0,0.0
168,1,21,0,3,12.120037174650601,nan,1,0,2,0.0,0.0
169,1,21,0,3,10.243389787418502,nan,1,0,2,0.0,0.0
170,1,21,0,3,10.3418780118227,nan,1,0,2,0.0,0.0
171,1,21,0,3,9.601561369906578,nan,1,0,2,0.0,0.0
172,1,21,0,3,11.170443361625075,nan,1,0,2,0.0,0.0
173,1,21,0,3,12.163563200405665,nan,1,0,2,0.0,0.0
174,1,21,0,3,11.002563184925489,nan,1,0,2,0.0,0.0
175,1,21,0,3,10.856636342193399,nan,1,0,2,0.0,0.0
176,1,21,0,3,11.550867216927665,nan,1,0,2,0.0,0.0
177,1,21,0,3,10.952265906546797,nan,1,0,2,0.0,0.0
178,1,21,0,3,10.456270897494894,nan,1,0,2,0.0,0.0
179,1,21,0,3,9.329174179583788,nan,1,0,2,0.0,0.0
180,1,21,0,3,9.95267631219966,nan,1,0,2,0.0,0.0
181,1,21,0,3,10.971530888761793,nan,1,0,2,0.0,0.0
182,1,21,0,3,13.615551545683827,nan,1,0,2,0.0,0.0
183,1,21,0,3,12.977736151910253,nan,1,0,2,0.0,0.0
184,1,21,0,3,11.648517634187426,nan,1,0,2,0.0,0.0
185,1,21,0,3,11.466141466849617,nan,1,0,2,0.0,0.0
186,1,21,0,3,11.414763409910458,nan,1,0,2,0.0,0.0
187,1,21,0,3,10.796414491321359,nan,1,0,2,0.0,0.0
188,1,21,0,3,10.11437765721764,nan,1,0,2,0.0,0.0
189,1,21,0,3,10.114986103560243,nan,1,0,2,0.0,0.0
190,1,21,0,3,9.462606550327369,nan,1,0,2,0.0,0.0
191,1,21,0,3,10.468991217868668,nan,1,0,2,0.0,0.0
192,1,21,0,3,10.665704171572413,nan,1,0,2,0.0,0.0
193,1,21,0,3,9.549239315092564,nan,1,0,2,0.0,0.0
194,1,21,0,3,8.648084117365736,nan,1,0,2,0.0,0.0
195,1,21,0,3,8.969290038304669,nan,1,0,2,0.0,0.0
196,1,21,0,3,9.410317875444889,nan,1,0,2,0.0,0.0
197,1,21,0,3,9.015180279633828,nan,1,0,2,0.0,0.0
198,1,21,0,3,8.5489432779806,nan,1,0,2,0.0,0.0
199,1,21,0,3,7.043657711307917,nan,1,0,2,0.0,0.0
200,1,21,0,3,7.734659184435649,nan,1,0,2,0.0,0.0
201,1,21,0,3,8.230296898899335,nan,1,0,2,0.0,0.0
202,1,21,0,3,8.073050800843962,nan,1,0,2,0.0,0.0
203,1,21,0,3,6.950805346880641,nan,1,0,2,0.0,0.0
204,1,21,0,3,6.468341617312815,nan,1,0,2,0.0,0.0
205,1,21,0,3,6.6718295855181555,nan,1,0,2,0.0,0.0
206,1,21,0,3,7.65912494755217,nan,1,0,2,0.0,0.0
207,1,21,0,3,8.752023775928787,nan,1,0,2,0.0,0.0
208,1,21,0,3,8.001152357153062,nan,1,0,2,0.0,0.0
209,1,21,0,3,6.865278411590095,nan,1,0,2,0.0,0.0
210,1,21,0,3,7.158256102286812,nan,1,0,2,0.0,0.0
211,1,21,0,3,8.181043719274125,nan,1,0,2,0.0,0.0
212,1,21,0,3,8.443070632804718,nan,1,0,2,0.0,0.0
213,1,21,0,3,9.395635463297367,nan,1,0,2,0.0,0.0
214,1,21,0,3,8.48478154944522,nan,1,0,2,0.0,0.0
215,1,21,0,3,7.9140393781874865,nan,1,0,2,0.0,0.0
216,1,21,0,3,7.332675094450159,nan,1,0,2,0.0,0.0
217,1,21,0,3,7.011438246284213,nan,1,0,2,0.0,0.0
218,1,21,0,3,6.730515033538852,nan,1,0,2,0.0,0.0
219,1,21,0,3,6.651079765121851,nan,1,0,2,0.0,0.0
220,1,21,0,3,6.753431865280228,nan,1,0,2,0.0,0.0
221,1,21,0,3,7.014192140528134,nan,1,0,2,0.0,0.0
222,1,21,0,3,7.691152029936867,nan,1,0,2,0.0,0.0
223,1,21,0,3,7.4604679351406435,nan,1,0,2,0.0,0.0
224,1,21,0,3,7.467700096645525,nan,1,0,2,0.0,0.0
225,1,21,0,3,7.073026087933353,nan,1,0,2,0.0,0.0
226,1,20,0,4,6.530753691215068,nan,1,0,2,0.0,0.0
227,1,21,0,3,5.976191093879087,nan,1,0,2,0.0,0.0
228,1,21,0,4,5.6844002447490185,nan,1,0,2,0.0,0.0
229,1,21,0,3,4.468278431200555,nan,1,0,2,0.0,0.0
230,1,21,0,3,5.710374573245645,nan,1,0,2,0.0,0.0
231,1,21,0,3,6.745048778663788,nan,1,0,2,0.0,0.0
232,1,21,0,4,5.699612248688936,nan,1,0,2,0.0,0.0
233,1,21,0,4,6.448305307421833,nan,1,0,2,0.0,0.0
234,1,21,0,4,14.744195962058646,nan,1,0,2,0.0,0.0
235,1,21,0,4,7.663999471281256,nan,1,0,2,0.0,0.0
236,1,21,0,3,7.114722723407405,nan,1,0,2,0.0,0.0
237,1,21,0,3,7.689236040626254,nan,1,0,2,0.0,0.0
238,1,21,0,3,8.033231478184462,nan,1,0,2,0.0,0.0
239,1,21,0,3,8.142397201486997,nan,1,0,2,0.0,0.0
240,1,21,0,3,6.842052983120084,nan,1,0,2,0.0,0.0
241,1,21,0,3,6.146472190905895,nan,1,0,2,0.0,0.0
242,1,21,0,3,5.137085788218038,nan,1,0,2,0.0,0.0
243,1,21,0,3,6.061027606816164,nan,1,0,2,0.0,0.0
244,1,21,0,3,5.6018452339672615,nan,1,0,2,0.0,0.0
245,1,21,0,3,4.567614733574113,nan,1,0,2,0.0,0.0
246,1,21,0,3,4.165953928604722,nan,1,0,2,0.0,0.0
247,1,21,0,3,4.583462825976312,nan,1,0,2,0.0,0.0
248,1,21,0,3,4.201457562989423,nan,1,0,2,0.0,0.0
249,1,21,0,3,5.433269624731371,nan,1,0,2,0.0,0.0
250,1,21,0,3,5.21909800890301,nan,1,0,2,0.0,0.0
251,1,21,0,4,4.54388495022431,nan,1,0,2,0.0,0.0
252,1,21,0,4,10.773432582084622,nan,1,0,2,0.0,0.0
253,1,21,0,3,1926.2273359371882,nan,1,0,2,0.0,0.0
254,1,21,0,3,5770.881041352904,nan,1,0,2,0.0,0.0
255,1,21,0,3,5.22522308065423,nan,1,0,2,0.0,0.0
256,1,21,0,3,5.5305087220455915,nan,1,0,2,0.0,0.0
257,1,21,0,3,6.691749521664211,nan,1,0,2,0.0,0.0
258,1,21,0,3,6.310213854802506,nan,1,0,2,0.0,0.0
259,1,21,0,3,5.893165465178234,nan,1,0,2,0.0,0.0
260,1,21,0,3,5.243933707741754,nan,1,0,2,0.0,0.0
261,1,21,0,4,5.441786524440561,nan,1,0,2,0.0,0.0
262,1,21,0,4,5.011125327354031,nan,1,0,2,0.0,0.0
263,1,21,0,3,5.5433235583560805,nan,1,0,2,0.0,0.0
264,1,21,0,3,4.989177615248731,nan,1,0,2,0.0,0.0
265,1,21,0,3,5.025034570800407,nan,1,0,2,0.0,0.0
266,1,20,0,3,5.07242223713547,nan,1,0,2,0.0,0.0
267,1,20,0,3,6.262572746258229,nan,1,0,2,0.0,0.0
268,1,20,0,3,6.430050975177437,nan,1,0,2,0.0,0.0
269,1,21,0,3,6.444250449006047,nan,1,0,2,0.0,0.0
270,1,21,0,3,5.465173495135137,nan,1,0,2,0.0,0.0
271,1,21,0,3,4.938200666802004,nan,1,0,2,0.0,0.0
272,1,21,0,3,5.506497910246253,nan,1,0,2,0.0,0.0
273,1,21,0,3,5.189249355212918,nan,1,0,2,0.0,0.0
274,1,21,0,3,5.953209148719907,nan,1,0,2,0.0,0.0
275,1,21,0,3,6.1679641370262415,nan,1,0,2,0.0,0.0
276,1,21,0,3,5.844895928832037,nan,1,0,2,0.0,0.0
277,1,19,0,4,8.716014959408264,nan,1,0,2,0.0,0.0
278,1,20,0,3,5.812763729598373,nan,1,0,2,0.0,0.0
279,1,20,0,3,5.613694469095208,nan,1,0,2,0.0,0.0
280,1,20,0,3,4.654004695708863,nan,1,0,2,0.0,0.0
281,1,21,0,3,6198.572756878233,nan,1,0,2,0.0,0.0
282,1,21,0,3,5.22881805896759,nan,1,0,2,0.0,0.0
283,1,21,0,3,6202.995704715805,nan,1,0,2,0.0,0.0
284,1,20,0,3,6514.106373787858,nan,1,0,2,0.0,0.0
285,1,19,0,3,6851.652675698462,nan,1,0,2,0.0,0.0
286,1,20,0,3,6511.686224321835,nan,1,0,2,0.0,0.0
287,1,20,0,3,7.750611706171185,nan,1,0,2,0.0,0.0
288,1,21,0,3,6205.842004086556,nan,1,0,2,0.0,0.0
289,1,21,0,3,6.681029849818775,nan,1,0,2,0.0,0.0
290,1,21,0,3,7.634942027341042,nan,1,0,2,0.0,0.0
291,1,20,0,3,6.09458592440933,nan,1,0,2,0.0,0.0
292,1,20,0,3,6.607651590602472,nan,1,0,2,0.0,0.0
293,1,20,0,3,7.405219305306673,nan,1,0,2,0.0,0.0
294,1,20,0,3,7.078142523765564,nan,1,0,2,0.0,0.0
295,1,20,0,3,5.560581379802898,nan,1,0,2,0.0,0.0
296,1,20,0,3,5.27458512634621,nan,1,0,2,0.0,0.0
297,1,20,0,3,6.983496301167179,nan,1,0,2,0.0,0.0
298,1,20,0,3,6.369835893041454,nan,1,0,2,0.0,0.0
299,1,20,0,3,7.127642536070198,nan,1,0,2,0.0,0.0
300,1,20,0,3,7.317432636860758,nan,1,0,2,0.0,0.0
301,1,21,0,3,7.861611400428531,nan,1,0,2,0.0,0.0
302,1,21,0,3,7.644336751795241,nan,0,1,2,0.0,0.0
303,1,21,0,3,6.927081804855594,nan,1,0,2,0.0,0.0
304,1,21,0,3,6.3454995467327535,nan,1,0,2,0.0,0.0
305,1,21,0,3,5.3464799866612465,nan,1,0,2,0.0,0.0
306,1,21,0,3,4.742081183274942,nan,1,0,2,0.0,0.0
307,1,21,0,3,4.625410916549819,nan,1,0,2,0.0,0.0
308,1,21,0,3,4.75262354593724,nan,1,0,2,0.0,0.0
309,1,21,0,3,5.466867401430916,nan,1,0,2,0.0,0.0
310,1,21,0,3,5.804467383506043,nan,1,0,2,0.0,0.0
311,1,21,0,3,5.748291517208729,nan,1,0,2,0.0,0.0
312,1,21,0,3,6.572367328086069,nan,1,0,2,0.0,0.0
313,1,21,0,3,7.090799726013627,nan,1,0,2,0.0,0.0
314,1,21,0,3,7.008316667883524,nan,1,0,2,0.0,0.0
315,1,21,0,3,7.369844402585711,nan,1,0,2,0.0,0.0
316,1,21,0,3,8.272608558514289,nan,1,0,2,0.0,0.0
317,1,21,0,3,8.759125519011702,nan,1,0,2,0.0,0.0
318,1,21,0,3,8.586009123495646,nan,1,0,2,0.0,0.0
319,1,21,0,3,9.334067462810449,nan,1,0,2,0.0,0.0
320,1,21,0,3,9.997571430036,nan,1,0,2,0.0,0.0
321,1,21,0,3,10.388019071625811,nan,1,0,2,0.0,0.0
322,1,21,0,3,9.538948397551264,nan,1,0,2,0.0,0.0
323,1,21,0,3,10.241171879959959,nan,1,0,2,0.0,0.0
324,1,21,0,3,11.586163874183383,nan,1,0,2,0.0,0.0
325,1,21,0,3,12.234098767595631,nan,1,0,2,0.0,0.0
326,1,21,0,3,13.061630568866219,nan,1,0,2,0.0,0.0
327,1,21,0,3,12.295852503074068,nan,1,0,2,0.0,0.0
328,1,21,0,3,12.99361654956426,nan,1,0,2,0.0,0.0
329,1,21,0,3,12.000586748389262,nan,1,0,2,0.0,0.0
330,1,21,0,3,13.831534055726868,nan,1,0,2,0.0,0.0
331,1,21,0,3,14.655102949057307,nan,1,0,2,0.0,0.0
332,1,21,0,3,15.25666173015322,nan,0,1,2,0.0,0.0
333,1,21,0,3,12.905265845890556,nan,1,0,2,0.0,0.0
334,1,21,0,3,14.428846085710186,nan,1,0,2,0.0,0.0
335,1,21,0,3,14.580479918846063,nan,1,0,2,0.0,0.0
336,1,21,0,3,14.638233674424034,nan,1,0,2,0.0,0.0
337,1,21,0,3,13.717799161427788,nan,1,0,2,0.0,0.0
338,1,21,0,3,15.019396330629077,nan,1,0,2,0.0,0.0
339,1,21,0,3,16.236651369503566,nan,1,0,2,0.0,0.0
340,1,21,0,3,16.803116415228164,nan,1,0,2,0.0,0.0
341,1,21,0,3,17.63144351541996,nan,1,0,2,0.0,0.0
342,1,21,0,3,16.52813277074269,nan,1,0,2,0.0,0.0
343,1,21,0,3,15.246107924197402,nan,0,1,2,0.0,0.0
344,1,21,0,3,14.806955382227898,nan,0,1,2,0.0,0.0
345,1,21,0,3,14.553914187209946,nan,0,1,2,0.0,0.0
346,1,21,0,3,13.947847738329854,nan,1,0,2,0.0,0.0
347,1,21,0,3,16.39314760054861,nan,1,0,2,0.0,0.0
348,1,20,0,3,15.406678201630712,nan,1,0,2,0.0,0.0
349,1,20,0,3,16.26807587966323,nan,1,0,2,0.0,0.0
350,1,20,0,3,15.686583643779159,nan,1,0,2,0.0,0.0
351,1,20,0,3,15.721225370652974,nan,1,0,2,0.0,0.0
352,1,20,0,3,16.73281135596335,nan,1,0,2,0.0,0.0
353,1,20,0,3,15.443293053656816,nan,1,0,2,0.0,0.0
354,1,20,0,3,15.871454983949661,nan,1,0,2,0.0,0.0
355,1,20,0,3,18.029043294489384,nan,1,0,2,0.0,0.0
356,1,20,0,3,19.49459577910602,nan,1,0,2,0.0,0.0
357,1,20,0,3,20.599314372986555,nan,1,0,2,0.0,0.0
358,1,20,0,3,18.387030825018883,nan,1,0,2,0.0,0.0
359,1,19,0,3,17.96331756601208,nan,0,1,2,0.0,0.0
360,1,20,0,3,14.947272673445312,nan,1,0,2,0.0,0.0
361,1,20,0,3,16.452890742570162,nan,0,1,2,0.0,0.0
362,1,20,0,3,15.71926404722035,nan,0,1,2,0.0,0.0
363,1,20,0,3,16.06421709805727,nan,0,1,2,0.0,0.0
364,1,20,0,3,17.499956527724862,nan,1,0,1,0.0,0.0
365,1,20,0,3,16.347727227956057,nan,1,0,1,0.0,0.0
366,1,20,0,3,17.34158678725362,nan,1,0,1,0.0,0.0
367,1,20,0,3,16.328472160734236,nan,1,0,2,0.0,0.0
368,1,20,0,3,17.887134186923504,nan,0,1,2,0.0,0.0
369,1,20,0,3,5279.133291433565,nan,1,0,2,0.0,0.0
370,1,19,0,3,5555.4618353200585,nan,1,0,2,0.0,0.0
371,1,19,0,3,17.91389500624255,nan,1,0,2,0.0,0.0
372,1,19,0,3,15.899711426308281,nan,1,0,2,0.0,0.0
373,1,19,0,3,17.276102353475597,nan,1,0,2,0.0,0.0
374,1,19,0,3,17.664612494409084,nan,1,0,2,0.0,0.0
375,1,19,0,3,18.66646019447791,nan,1,0,2,0.0,0.0
376,1,19,0,3,15.961074387948765,nan,1,0,2,0.0,0.0
377,1,19,0,3,13.954720892208186,nan,1,0,2,0.0,0.0
378,1,19,0,3,15.525435567098228,nan,1,0,2,0.0,0.0
379,1,19,0,3,14.418837352606811,nan,1,0,2,0.0,0.0
380,1,19,0,3,14.154293353816396,nan,0,1,2,0.0,0.0
381,1,19,0,3,16.199839605312597,nan,0,1,2,0.0,0.0
382,1,19,0,3,16.83839779935385,nan,0,1,2,0.0,0.0
383,1,19,0,3,19.944459329310217,nan,1,0,2,0.0,0.0
384,1,20,0,3,18.15887273142212,nan,1,0,2,0.0,0.0
385,1,20,0,3,16.49750754609704,nan,1,0,2,0.0,0.0
386,1,20,0,3,15.070550766773522,nan,1,0,2,0.0,0.0
387,1,20,0,3,14.396452641114593,nan,1,0,2,0.0,0.0
388,1,20,0,3,14.181866129860282,nan,1,0,2,0.0,0.0
389,1,20,0,3,14.684803269803524,nan,1,0,2,0.0,0.0
390,1,19,0,3,14.32436790415331,nan,1,0,2,0.0,0.0
391,1,20,0,3,6771.617513336241,nan,1,0,2,0.0,0.0
392,1,19,0,3,34.46588370360826,nan,1,0,2,0.0,0.0
393,1,19,0,3,7149.234094313885,nan,1,0,2,0.0,0.0
