frame_idx,count_ball,count_player,count_goalkeeper,count_referee,mean_player_speed_kmh,ball_observed,ball_interpolated
736,0,21,0,0,nan,0,0
737,0,21,0,0,nan,0,0
738,0,20,0,0,nan,0,0
739,0,20,0,0,nan,0,0
740,0,19,0,0,nan,0,0
741,0,20,0,0,nan,0,0
742,0,18,0,0,nan,0,0
743,0,18,0,0,nan,0,0
744,0,18,0,0,nan,0,0
745,0,18,0,0,nan,0,0
746,0,19,0,0,nan,0,0
747,0,20,0,0,nan,0,0
748,0,19,0,0,nan,0,0
749,0,20,0,0,nan,0,0
