frame_idx,count_ball,count_player,count_goalkeeper,count_referee,mean_player_speed_kmh,ball_observed,ball_interpolated
502,1,20,1,3,nan,1,0
503,1,20,1,3,nan,1,0
504,1,20,1,3,nan,1,0
505,1,20,1,3,nan,1,0
506,1,20,1,3,nan,1,0
507,1,20,1,3,nan,1,0
508,1,20,1,3,nan,1,0
509,1,20,1,3,nan,1,0
510,1,20,1,3,nan,1,0
511,1,20,1,3,nan,1,0
512,1,20,1,3,nan,1,0
513,1,20,1,3,nan,1,0
514,1,20,1,3,nan,1,0
515,1,20,1,3,nan,1,0
516,0,20,1,3,nan,0,0
517,0,20,1,3,nan,0,0
518,0,20,1,3,nan,0,0
519,0,20,0,3,nan,0,0
520,1,20,1,3,nan,1,0
521,0,20,1,3,nan,0,0
522,0,20,1,3,nan,0,0
523,0,20,1,3,nan,0,0
524,0,20,1,3,nan,0,0
525,0,20,1,3,nan,0,0
526,0,20,1,3,nan,0,0
527,0,19,1,3,nan,0,0
528,0,20,1,2,nan,0,0
529,0,20,1,2,nan,0,0
530,1,20,1,2,nan,1,0
531,1,19,1,3,nan,1,0
532,1,19,1,2,nan,1,0
533,1,20,1,3,nan,1,0
534,1,20,1,3,nan,1,0
535,1,20,1,3,nan,1,0
536,1,21,1,2,nan,1,0
537,1,20,1,3,nan,1,0
538,1,20,1,3,nan,1,0
539,0,20,1,3,nan,0,0
540,0,20,1,3,nan,0,0
541,1,20,1,3,nan,1,0
542,1,20,1,3,nan,1,0
543,1,20,1,3,nan,1,0
544,1,20,1,3,nan,1,0
545,1,20,1,3,nan,1,0
546,1,20,1,3,nan,1,0
547,1,20,1,3,nan,1,0
548,1,20,0,3,nan,1,0
549,1,20,0,3,nan,1,0
550,1,20,0,3,nan,1,0
551,1,20,1,3,nan,1,0
552,1,20,1,3,nan,1,0
553,1,20,0,3,nan,1,0
554,1,20,1,3,nan,1,0
555,1,20,1,3,nan,1,0
556,1,20,0,3,nan,1,0
557,1,21,0,3,nan,1,0
558,1,20,0,3,nan,1,0
559,1,20,0,3,nan,1,0
560,1,21,0,3,nan,1,0
561,1,21,0,3,nan,1,0
562,1,21,0,3,nan,1,0
563,1,21,0,3,nan,1,0
564,1,21,0,3,nan,1,0
565,1,20,1,3,nan,1,0
566,0,20,1,3,nan,0,0
567,0,21,1,3,nan,0,0
568,1,21,1,2,nan,1,0
569,0,21,0,3,nan,0,0
570,0,21,0,3,nan,0,0
571,0,21,0,3,nan,0,0
572,1,21,0,3,nan,1,0
573,0,21,0,3,nan,0,0
574,0,21,0,3,nan,0,0
575,0,21,0,2,nan,0,0
576,1,21,0,2,nan,1,0
577,1,20,1,3,nan,1,0
578,1,21,1,3,nan,1,0
579,1,20,1,3,nan,1,0
580,1,20,1,3,nan,1,0
581,1,20,1,3,nan,1,0
582,1,20,1,3,nan,1,0
583,1,20,1,3,nan,1,0
584,0,20,1,2,nan,0,0
585,0,20,1,2,nan,0,0
586,0,20,1,2,nan,0,0
587,0,21,1,2,nan,0,0
588,1,21,0,2,nan,1,0
589,1,22,0,2,nan,1,0
590,1,21,0,3,nan,1,0
591,1,21,1,2,nan,1,0
592,1,19,2,2,nan,1,0
593,1,19,2,2,nan,1,0
594,1,19,2,2,nan,1,0
595,1,19,2,2,nan,1,0
596,1,19,2,2,nan,1,0
597,1,19,2,2,nan,1,0
598,1,19,2,3,nan,1,0
599,0,19,2,3,nan,0,0
600,0,19,2,3,nan,0,0
601,0,19,2,3,nan,0,0
602,0,19,2,3,nan,0,0
603,0,19,2,3,nan,0,0
604,0,19,2,3,nan,0,0
605,0,20,2,3,nan,0,0
606,0,20,2,3,nan,0,0
607,1,20,2,3,nan,1,0
608,1,20,2,3,nan,1,0
609,1,20,2,3,nan,1,0
610,1,20,2,3,nan,1,0
611,1,20,2,3,nan,1,0
612,1,19,2,3,nan,1,0
613,1,19,1,3,nan,1,0
614,1,19,1,3,nan,1,0
615,1,19,1,3,nan,1,0
616,1,19,1,3,nan,1,0
617,1,19,1,3,nan,1,0
618,1,19,1,3,nan,1,0
619,1,19,1,3,nan,1,0
620,0,19,1,3,nan,0,0
621,0,19,1,3,nan,0,0
622,0,19,0,2,nan,0,0
623,0,20,0,2,nan,0,0
624,0,20,1,2,nan,0,0
625,0,20,1,3,nan,0,0
626,0,20,0,3,nan,0,0
627,0,20,2,3,nan,0,0
628,0,19,1,3,nan,0,0
629,0,20,1,3,nan,0,0
630,0,20,1,3,nan,0,0
631,0,20,1,3,nan,0,0
632,0,20,1,2,nan,0,0
633,0,20,1,2,nan,0,0
634,0,20,1,3,nan,0,0
635,0,20,1,3,nan,0,0
636,0,20,1,2,nan,0,0
637,0,20,1,2,nan,0,0
638,0,21,1,1,nan,0,0
639,0,20,1,2,nan,0,0
640,0,20,1,2,nan,0,0
641,1,20,1,2,nan,1,0
642,1,20,1,2,nan,1,0
643,1,20,1,2,nan,1,0
644,1,20,1,2,nan,1,0
645,1,20,1,2,nan,1,0
646,1,20,1,3,nan,1,0
647,1,20,1,3,nan,1,0
648,1,20,1,3,nan,1,0
649,1,20,1,2,nan,1,0
650,1,20,1,2,nan,1,0
651,1,20,1,2,nan,1,0
652,1,20,1,3,nan,1,0
653,1,20,1,3,nan,1,0
654,1,20,1,3,nan,1,0
655,1,20,1,3,nan,1,0
656,1,19,1,3,nan,1,0
657,1,19,1,3,nan,1,0
658,1,19,1,3,nan,1,0
659,1,19,1,3,nan,1,0
660,1,19,1,3,nan,1,0
661,1,19,1,3,nan,1,0
662,1,20,1,3,nan,1,0
663,1,20,1,3,nan,1,0
664,1,21,1,2,nan,1,0
665,1,19,1,3,nan,1,0
666,1,20,1,3,nan,1,0
667,1,19,1,3,nan,1,0
668,1,19,1,3,nan,1,0
669,1,20,1,3,nan,1,0
670,1,20,1,3,nan,1,0
671,1,19,1,3,nan,1,0
672,1,19,1,3,nan,1,0
673,1,19,1,3,nan,1,0
674,1,19,1,3,nan,1,0
675,0,19,1,3,nan,0,0
676,1,19,1,3,nan,1,0
677,1,19,1,3,nan,1,0
678,0,19,1,3,nan,0,0
679,0,19,1,3,nan,0,0
680,1,19,1,3,nan,1,0
681,1,19,1,3,nan,1,0
682,1,20,1,3,nan,1,0
683,1,20,1,3,nan,1,0
684,1,20,1,3,nan,1,0
685,1,20,1,3,nan,1,0
686,1,20,1,2,nan,1,0
687,1,20,1,2,nan,1,0
688,0,20,1,3,nan,0,0
689,1,20,1,3,nan,1,0
690,1,20,1,3,nan,1,0
691,1,21,1,2,nan,1,0
692,1,20,1,2,nan,1,0
693,1,20,1,2,nan,1,0
694,1,20,1,3,nan,1,0
695,1,19,1,2,nan,1,0
696,1,20,1,2,nan,1,0
697,1,19,1,3,nan,1,0
698,1,19,1,3,nan,1,0
699,1,19,1,3,nan,1,0
700,1,19,1,3,nan,1,0
701,1,19,1,3,nan,1,0
702,1,21,1,1,nan,1,0
703,1,20,1,2,nan,1,0
704,1,19,1,3,nan,1,0
705,1,19,1,3,nan,1,0
706,1,19,1,3,nan,1,0
707,1,19,1,3,nan,1,0
708,1,19,1,3,nan,1,0
709,1,19,1,3,nan,1,0
710,0,20,1,2,nan,0,0
711,0,20,1,2,nan,0,0
712,0,20,1,2,nan,0,0
713,1,19,1,3,nan,1,0
714,1,20,1,2,nan,1,0
715,1,20,1,3,nan,1,0
716,1,21,1,2,nan,1,0
717,1,21,1,2,nan,1,0
718,1,20,1,3,nan,1,0
719,1,20,1,3,nan,1,0
720,1,20,1,3,nan,1,0
721,1,20,1,3,nan,1,0
722,1,20,1,3,nan,1,0
723,0,20,1,3,nan,0,0
724,1,20,1,3,nan,1,0
725,1,20,1,3,nan,1,0
726,1,20,1,3,nan,1,0
727,1,20,1,3,nan,1,0
728,0,20,1,3,nan,0,0
729,0,21,1,3,nan,0,0
730,0,20,1,3,nan,0,0
731,0,20,1,3,nan,0,0
732,0,20,1,3,nan,0,0
733,0,20,1,3,nan,0,0
734,0,20,1,3,nan,0,0
735,0,19,1,3,nan,0,0
736,0,19,1,3,nan,0,0
737,0,20,1,3,nan,0,0
738,0,21,1,3,nan,0,0
739,0,20,1,3,nan,0,0
740,0,20,1,3,nan,0,0
741,0,20,1,3,nan,0,0
742,0,20,1,3,nan,0,0
743,0,20,1,3,nan,0,0
744,0,20,1,3,nan,0,0
745,1,20,1,3,nan,1,0
746,1,20,1,3,nan,1,0
747,1,20,1,3,nan,1,0
748,1,21,1,2,nan,1,0
749,1,21,1,2,nan,1,0
